Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230816035749_seigot_main_20230816_1330_tamani-souha+v4.patch	43.4833	41.3091	10.3999	false	false	true	false	false	true	false
20230816040332_seigot_main_20230816_1330_tamani-souha+v4.patch	116.401	110.581	65.3998	true	false	false	false	false	true	false
20230816041055_seigot_main_20230816_1330_tamani-souha+v4.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816041819_seigot_main_20230816_1330_tamani-souha+v4.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816042401_seigot_main_20230816_1330_tamani-souha+v4.patch	116.357	110.539	69.6005	true	false	false	false	false	true	false
20230816043125_seigot_main_20230816_1330_tamani-souha+v4.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816043848_seigot_main_20230816_1330_tamani-souha+v4.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816044625_seigot_main_20230816_1330_tamani-souha.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816045330_seigot_main_20230816_1330_tamani-souha.patch	42.9344	40.7877	205.2	false	false	true	false	false	true	false
20230816050053_seigot_main_20230816_1330_tamani-souha.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816050816_seigot_main_20230816_1330_tamani-souha.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816051539_seigot_main_20230816_1330_tamani-souha.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816052122_seigot_main_20230816_1330_tamani-souha.patch	116.412	110.592	65.4	true	false	false	false	false	true	false
20230816052704_seigot_main_20230816_1330_tamani-souha.patch	116.51	110.685	66.3999	true	false	false	false	false	true	false
20230816053259_seigot_main_20230816_1330_tamani-souha_v4.patch	116.379	110.56	67	true	false	false	false	false	true	false
20230816054023_seigot_main_20230816_1330_tamani-souha_v4.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816054746_seigot_main_20230816_1330_tamani-souha_v4.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816055329_seigot_main_20230816_1330_tamani-souha_v4.patch	116.446	110.624	67.7999	true	false	false	false	false	true	false
